,Year,Valor,label_kmeans
0,1960,0.0,0
1,1960,0.0,0
2,1960,0.0,0
3,1960,0.0,0
4,1960,0.0,0
5,1960,0.0,0
6,1960,0.0,0
7,1960,0.0,0
8,1960,0.0,0
9,1960,0.0,0
10,1960,0.0,0
11,1960,0.0,0
12,1960,0.0,0
13,1960,0.0,0
14,1960,0.0,0
15,1960,0.0,0
16,1960,0.0,0
17,1960,0.0,0
18,1960,0.0,0
19,1960,0.0,0
20,1960,0.0,0
21,1960,0.0,0
22,1960,0.0,0
23,1960,0.0,0
24,1960,0.0,0
25,1960,0.0,0
26,1960,0.0,0
27,1960,0.0,0
28,1960,0.0,0
29,1960,0.0,0
30,1960,0.0,0
31,1960,0.0,0
32,1960,0.0,0
33,1960,0.0,0
34,1960,0.0,0
35,1960,0.0,0
36,1960,0.0,0
37,1960,0.0,0
38,1960,0.0,0
39,1960,0.0,0
40,1960,0.0,0
41,1960,0.0,0
42,1960,0.0,0
43,1960,0.0,0
44,1960,0.0,0
45,1960,0.0,0
46,1960,0.0,0
47,1960,0.0,0
48,1960,0.0,0
49,1960,0.0,0
50,1960,0.0,0
51,1960,0.0,0
52,1960,0.0,0
53,1960,0.0,0
54,1960,0.0,0
55,1960,0.0,0
56,1960,0.0,0
57,1960,0.0,0
58,1960,0.0,0
59,1960,0.0,0
60,1960,0.0,0
61,1960,0.0,0
62,1960,0.0,0
63,1960,0.0,0
64,1960,0.0,0
65,1960,0.0,0
66,1960,0.0,0
67,1960,0.0,0
68,1960,0.0,0
69,1960,0.0,0
70,1960,0.0,0
71,1960,0.0,0
72,1960,0.0,0
73,1960,0.0,0
74,1960,0.0,0
75,1960,0.0,0
76,1960,0.0,0
77,1960,0.0,0
78,1960,0.0,0
79,1960,0.0,0
80,1960,0.0,0
81,1960,0.0,0
82,1960,0.0,0
83,1960,0.0,0
84,1960,0.0,0
85,1960,0.0,0
86,1960,0.0,0
87,1960,0.0,0
88,1960,0.0,0
89,1960,0.0,0
90,1960,0.0,0
91,1960,0.0,0
92,1960,0.0,0
93,1960,0.0,0
94,1960,0.0,0
95,1960,0.0,0
96,1960,0.0,0
97,1960,0.0,0
98,1960,0.0,0
99,1960,0.0,0
100,1960,0.0,0
101,1960,0.0,0
102,1960,0.0,0
103,1960,0.0,0
104,1960,0.0,0
105,1960,0.0,0
106,1960,0.0,0
107,1960,0.0,0
108,1960,0.0,0
109,1960,0.0,0
110,1960,0.0,0
111,1960,0.0,0
112,1960,0.0,0
113,1960,0.0,0
114,1960,0.0,0
115,1960,0.0,0
116,1960,0.0,0
117,1960,0.0,0
118,1960,0.0,0
119,1960,0.0,0
120,1960,0.0,0
121,1960,0.0,0
122,1960,0.0,0
123,1960,0.0,0
124,1960,0.0,0
125,1960,0.0,0
126,1960,0.0,0
127,1960,0.0,0
128,1960,0.0,0
129,1960,0.0,0
130,1960,0.0,0
131,1960,0.0,0
132,1960,0.0,0
133,1960,0.0,0
134,1960,0.0,0
135,1960,0.0,0
136,1960,0.0,0
137,1960,0.0,0
138,1960,0.0,0
139,1960,0.0,0
140,1960,0.0,0
141,1960,0.0,0
142,1960,0.0,0
143,1960,0.0,0
144,1960,0.0,0
145,1960,0.0,0
146,1960,0.0,0
147,1960,0.0,0
148,1960,0.0,0
149,1960,0.0,0
150,1960,0.0,0
151,1960,0.0,0
152,1960,0.0,0
153,1960,0.0,0
154,1960,0.0,0
155,1960,0.0,0
156,1960,0.0,0
157,1960,0.0,0
158,1960,0.0,0
159,1960,0.0,0
160,1960,0.0,0
161,1960,0.0,0
162,1960,0.0,0
163,1960,0.0,0
164,1960,0.0,0
165,1960,0.0,0
166,1960,0.0,0
167,1960,0.0,0
168,1960,0.0,0
169,1960,0.0,0
170,1960,0.0,0
171,1960,0.0,0
172,1960,0.0,0
173,1960,0.0,0
174,1960,0.0,0
175,1960,0.0,0
176,1960,0.0,0
177,1960,0.0,0
178,1960,0.0,0
179,1960,0.0,0
180,1960,0.0,0
181,1960,0.0,0
182,1960,0.0,0
183,1960,0.0,0
184,1960,0.0,0
185,1960,0.0,0
186,1960,0.0,0
187,1960,0.0,0
188,1960,0.0,0
189,1960,0.0,0
190,1960,0.0,0
191,1960,0.0,0
192,1960,0.0,0
193,1960,0.0,0
194,1960,0.0,0
195,1960,0.0,0
196,1960,0.0,0
197,1960,0.0,0
198,1960,0.0,0
199,1960,0.0,0
200,1960,0.0,0
201,1960,0.0,0
202,1960,0.0,0
203,1960,0.0,0
204,1960,0.0,0
205,1960,0.0,0
206,1960,0.0,0
207,1960,0.0,0
208,1960,0.0,0
209,1960,0.0,0
210,1960,0.0,0
211,1960,0.0,0
212,1960,0.0,0
213,1960,0.0,0
214,1960,0.0,0
215,1960,0.0,0
216,1960,0.0,0
217,1960,0.0,0
218,1960,0.0,0
219,1960,0.0,0
220,1960,0.0,0
221,1960,0.0,0
222,1960,0.0,0
223,1960,0.0,0
224,1960,0.0,0
225,1960,0.0,0
226,1960,0.0,0
227,1960,0.0,0
228,1960,0.0,0
229,1960,0.0,0
230,1960,0.0,0
231,1960,0.0,0
232,1960,0.0,0
233,1960,0.0,0
234,1960,0.0,0
235,1960,0.0,0
236,1960,0.0,0
237,1960,0.0,0
238,1960,0.0,0
239,1960,0.0,0
240,1960,0.0,0
241,1960,0.0,0
242,1960,0.0,0
243,1960,0.0,0
244,1960,0.0,0
245,1960,0.0,0
246,1960,0.0,0
247,1960,0.0,0
248,1960,0.0,0
249,1960,0.0,0
250,1960,0.0,0
251,1960,0.0,0
252,1960,0.0,0
253,1960,0.0,0
254,1960,0.0,0
255,1960,0.0,0
256,1960,0.0,0
257,1960,0.0,0
258,1960,0.0,0
259,1960,0.0,0
260,1960,0.0,0
261,1960,0.0,0
262,1960,0.0,0
263,1960,0.0,0
264,1960,0.0,0
265,1960,0.0,0
266,1960,0.0,0
267,1960,0.0,0
268,1960,0.0,0
269,1960,0.0,0
270,1960,0.0,0
271,1960,0.0,0
272,1960,0.0,0
273,1960,0.0,0
274,1960,0.0,0
275,1960,0.0,0
276,1960,0.0,0
277,1960,0.0,0
278,1960,0.0,0
279,1960,0.0,0
280,1960,0.0,0
281,1960,0.0,0
282,1960,0.0,0
283,1960,0.0,0
284,1960,0.0,0
285,1960,0.0,0
286,1960,0.0,0
287,1960,0.0,0
288,1960,0.0,0
289,1960,0.0,0
290,1960,0.0,0
291,1960,0.0,0
292,1960,0.0,0
293,1960,0.0,0
294,1960,0.0,0
295,1960,0.0,0
296,1960,0.0,0
297,1960,0.0,0
298,1960,0.0,0
299,1960,0.0,0
300,1960,0.0,0
301,1960,0.0,0
302,1960,0.0,0
303,1960,0.0,0
304,1960,0.0,0
305,1960,0.0,0
306,1960,0.0,0
307,1960,0.0,0
308,1960,0.0,0
309,1960,0.0,0
310,1960,0.0,0
311,1960,0.0,0
312,1960,0.0,0
313,1960,0.0,0
314,1960,0.0,0
315,1960,0.0,0
316,1960,0.0,0
317,1960,0.0,0
318,1960,0.0,0
319,1960,0.0,0
320,1960,0.0,0
321,1960,0.0,0
322,1960,0.0,0
323,1960,0.0,0
324,1960,0.0,0
325,1960,0.0,0
326,1960,0.0,0
327,1960,0.0,0
328,1960,0.0,0
329,1960,0.0,0
330,1960,0.0,0
331,1960,0.0,0
332,1960,0.0,0
333,1960,0.0,0
334,1960,0.0,0
335,1960,0.0,0
336,1960,0.0,0
337,1960,0.0,0
338,1960,0.0,0
339,1960,0.0,0
340,1960,0.0,0
341,1960,0.0,0
342,1960,0.0,0
343,1960,0.0,0
344,1960,0.0,0
345,1960,0.0,0
346,1960,0.0,0
347,1960,0.0,0
348,1960,0.0,0
349,1960,0.0,0
350,1960,0.0,0
351,1960,0.0,0
352,1960,0.0,0
353,1960,0.0,0
354,1960,0.0,0
355,1960,0.0,0
356,1960,0.0,0
357,1960,0.0,0
358,1960,0.0,0
359,1960,0.0,0
360,1960,0.0,0
361,1960,0.0,0
362,1960,0.0,0
363,1960,0.0,0
364,1960,0.0,0
365,1960,0.0,0
366,1960,0.0,0
367,1960,0.0,0
368,1960,0.0,0
369,1960,0.0,0
370,1960,0.0,0
371,1960,0.0,0
372,1960,0.0,0
373,1960,0.0,0
374,1960,0.0,0
375,1960,0.0,0
376,1960,0.0,0
377,1960,0.0,0
378,1960,0.0,0
379,1960,0.0,0
380,1960,0.0,0
381,1960,0.0,0
382,1960,0.0,0
383,1960,0.0,0
384,1960,0.0,0
385,1960,0.0,0
386,1960,0.0,0
387,1960,0.0,0
388,1960,0.0,0
389,1960,0.0,0
390,1960,0.0,0
391,1960,0.0,0
392,1960,0.0,0
393,1960,0.0,0
394,1960,0.0,0
395,1960,0.0,0
396,1960,0.0,0
397,1960,0.0,0
398,1960,0.0,0
399,1960,0.0,0
400,1960,0.0,0
401,1960,0.0,0
402,1960,0.0,0
403,1960,0.0,0
404,1960,0.0,0
405,1960,0.0,0
406,1960,0.0,0
407,1960,0.0,0
408,1960,0.0,0
409,1960,0.0,0
410,1960,0.0,0
411,1960,0.0,0
412,1960,0.0,0
413,1960,0.0,0
414,1960,0.0,0
415,1960,0.0,0
416,1960,0.0,0
417,1960,0.0,0
418,1960,0.0,0
419,1960,0.0,0
420,1960,0.0,0
421,1960,0.0,0
422,1960,0.0,0
423,1960,0.0,0
424,1960,0.0,0
425,1960,0.0,0
426,1960,0.0,0
427,1960,0.0,0
428,1960,0.0,0
429,1960,0.0,0
430,1960,0.0,0
431,1960,0.0,0
432,1960,0.0,0
433,1960,0.0,0
434,1960,0.0,0
435,1960,0.0,0
436,1960,0.0,0
437,1960,0.0,0
438,1960,0.0,0
439,1960,0.0,0
440,1960,0.0,0
